name,map_label,x_px,y_px,map_x,map_y,grid,region,sector,category,coordinate_source,svg_occurrence,canon,hyperroutes,wookieepedia
"Ruathi","Ruathi","2160.209","3508.339","-6.485","-879.354","—","Uncharted Region","Jjannex","planet","svg","svg-1225","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ruathi"
"Rycep","Rycep","2178.259","3510.209","2.919","-880.329","—","Uncharted Region","Jjannex","planet","svg","svg-1233","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rycep"
"Rystan","Rystan","2372.879","3838.709","104.308","-1051.464","—","Uncharted Region","Oricho","planet","svg","svg-1235","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rystan"
"Sabata","Sabata","3452.099","1665.209","666.539","80.844","—","Uncharted Region","Halla","planet","svg","svg-1236","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sabata"
"Safrifa","Safrifa","2379.189","3401.349","107.595","-823.617","—","Uncharted Region","Videnda","planet","svg","svg-1237","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Safrifa"
"Saki","Saki","3622.759","2024.089","755.446","-106.119","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1241","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Saki"
"Sakreen","Sakreen","3572.949","1250.179","729.497","297.058","—","Uncharted Region","Ash Worlds","planet","svg","svg-1243","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sakreen"
"Salissia","Salissia","3683.509","856.334","787.095","502.235","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1246","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Salissia"
"Samovar","Samovar","1749.969","3323.459","-220.203","-783.039","—","Uncharted Region","Wazta","planet","svg","svg-1248","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Samovar"
"Sarlucif","Sarlucif","3604.759","720.688","746.069","572.902","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1255","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sarlucif"
"Sarrassia","Sarrassia","2557.719","3206.459","200.602","-722.087","—","Uncharted Region","Grumani","planet","svg","svg-1256","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sarrassia"
"Sarumo","Sarumo","3182.879","3555.209","526.286","-903.772","—","Uncharted Region","Merel","planet","svg","svg-1257","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sarumo"
"Sason","Sason","2077.009","919.175","-49.828","469.498","—","Uncharted Region","Cassander","planet","svg","svg-1259","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sason"
"Sauwecer","Sauwecer","2325.629","3363.209","79.693","-803.747","—","Uncharted Region","Bozhnee","planet","svg","svg-1260","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sauwecer"
"Seatos","Seatos","2465.129","3555.209","152.367","-903.772","—","Uncharted Region","Sluis","planet","svg","svg-1265","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Seatos"
"Seeratter","Seeratter","1398.969","2674.339","-403.061","-444.873","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1268","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Seeratter"
"Segra Milo","Segra Milo","3411.109","1265.579","645.185","289.035","—","Uncharted Region","Jospro","planet","svg","svg-1269","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Segra%20Milo"
"Septra","Septra","2469.199","3851.189","154.487","-1057.966","—","Uncharted Region","Kathol","planet","svg","svg-1277","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Septra"
"Serelia","Serelia","1908.819","3012.959","-137.449","-621.281","—","Uncharted Region","Oriolan","planet","svg","svg-1278","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Serelia"
"Sergia","Sergia","1933.009","2744.079","-124.847","-481.205","—","Uncharted Region","Kalamith","planet","svg","svg-1280","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sergia"
"Serolonis","Serolonis","1893.969","3420.589","-145.185","-833.64","—","Uncharted Region","Koradin","planet","svg","svg-1283","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Serolonis"
"Sesid","Sesid","3027.559","677.894","445.371","595.196","—","Uncharted Region","Corva","planet","svg","svg-1284","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sesid"
"Setar","Setar","2755.719","2020.709","303.753","-104.358","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1286","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Setar"
"Shahkir","Shahkir","2387.849","2596.709","112.107","-404.431","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1290","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Shahkir"
"Shantipole","Shantipole","3165.219","1484.089","517.086","175.2","—","Uncharted Region","Roche","planet","svg","svg-1291","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Shantipole"
"Shu-Torun","Shu-Torun","1873.379","1295.089","-155.912","273.661","—","Uncharted Region","Chaama","planet","svg","svg-1303","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Shu-Torun"
"Shuraden","Shuraden","1743.049","3452.089","-223.808","-850.05","—","Uncharted Region","Koradin","planet","svg","svg-1307","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Shuraden"
"Sh’ung-tesk","Sh’ung-tesk","2642.579","824.843","244.811","518.641","—","Uncharted Region","Nijune","planet","svg","svg-1309","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sh%E2%80%99ung-tesk"
"Sibensko","Sibensko","2212.009","2875.709","20.501","-549.779","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1310","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sibensko"
"Sienar TF73","Sienar TF73","3621.349","1411.099","754.712","213.225","—","Uncharted Region","Tharin","planet","svg","svg-1311","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sienar%20TF73"
"Sil Ghotta","Sil Ghotta","3201.049","3344.839","535.752","-794.177","—","Uncharted Region","Lol","planet","svg","svg-1312","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sil%20Ghotta"
"Silla","Silla","2496.799","1254.589","168.866","294.76","—","Uncharted Region","Strabin","planet","svg","svg-1314","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Silla"
"Skarradosh","Skarradosh","2622.629","2447.459","234.418","-326.678","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1321","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Skarradosh"
"Skuhl","Skuhl","3451.299","992.985","666.122","431.046","—","Uncharted Region","Sertar","planet","svg","svg-1323","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Skuhl"
"Soika","Soika","2503.719","1423.339","172.471","206.848","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1333","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Soika"
"Solarine","Solarine","3532.999","1512.679","708.685","160.306","—","Uncharted Region","Suolriep","planet","svg","svg-1334","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Solarine"
"Solitair","Solitair","740.505","1502.089","-746.094","165.823","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1335","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Solitair"
"Son-tuul","Son-tuul","1896.899","780.105","-143.659","541.948","—","Uncharted Region","Carrion","planet","svg","svg-1337","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Son-tuul"
"Soola","Soola","2804.879","3473.089","329.363","-860.991","—","Uncharted Region","Khuiumin","planet","svg","svg-1338","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Soola"
"Sorgan","Sorgan","3210.269","3212.489","540.555","-725.228","—","Uncharted Region","Karthakk","planet","svg","svg-1339","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sorgan"
"Spalex","Spalex","1876.929","1102.709","-154.062","373.884","—","Uncharted Region","Dantus","planet","svg","svg-1343","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Spalex"
"Spellhaus","Spellhaus","2780.069","1152.089","316.438","348.159","—","Uncharted Region","Belsmuth","planet","svg","svg-1344","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Spellhaus"
"Sran","Sran","3687.219","1197.209","789.027","324.653","—","Uncharted Region","Ash Worlds","planet","svg","svg-1346","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sran"
"Ssori","Ssori","3535.929","2491.929","710.211","-349.845","—","Uncharted Region","Klina","planet","svg","svg-1348","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ssori"
"Steergard","Steergard","2844.859","1077.319","350.191","387.111","—","Uncharted Region","Thesme","planet","svg","svg-1349","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Steergard"
"Steergard","Steergard","2410.009","2973.899","123.651","-600.932","—","Uncharted Region","Woostri","planet","svg","svg-1350","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Steergard"
"Stennaros","Stennaros","1988.469","2936.459","-95.954","-581.428","—","Uncharted Region","Baroli","planet","svg","svg-1351","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Stennaros"
"Sterdic","Sterdic","2948.099","3162.579","403.975","-699.227","—","Uncharted Region","Ryndellian","planet","svg","svg-1353","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sterdic"
"Stic","Stic","3282.889","636.686","578.387","616.663","—","Uncharted Region","Xappyh","planet","svg","svg-1354","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Stic"
"Stivic","Stivic","786.63","1432.339","-722.065","202.16","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1355","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Stivic"
"Strokill Prime","Strokill Prime","3888.819","1181.349","894.053","332.915","—","Uncharted Region","Calamari","planet","svg","svg-1357","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Strokill%20Prime"
"Stygmarn","Stygmarn","2605.049","3575.099","225.26","-914.134","—","Uncharted Region","Savareen","planet","svg","svg-1359","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Stygmarn"
"Sunrise","Sunrise","1038.629","1235.459","-590.783","304.726","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1364","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Sunrise"
"Suntilla","Suntilla","2564.299","2246.089","204.03","-221.772","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1365","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Suntilla"
"Suria","Suria","2996.219","3266.269","429.044","-753.246","—","Uncharted Region","Bajic","planet","svg","svg-1366","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Suria"
"Synistahg","Synistahg","3924.259","1343.459","912.516","248.463","—","Uncharted Region","Lothal","planet","svg","svg-1370","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Synistahg"
"Sídi","Sídi","3151.259","815.875","509.813","523.313","—","Uncharted Region","Illisurevimurasi","planet","svg","svg-1372","legends","","https://starwars.fandom.com/wiki/Special:Search?query=S%C3%ADdi"
"Tah'Nuhna","Tah'Nuhna","3149.469","2684.459","508.881","-450.146","—","Uncharted Region","Haserian","planet","svg","svg-1375","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tah'Nuhna"
"Tahlboor","Tahlboor","3475.559","1011.064","678.761","421.627","—","Uncharted Region","Thanium","planet","svg","svg-1376","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tahlboor"
"Tais Brabbo","Tais Brabbo","3865.759","1468.339","882.04","183.405","—","Uncharted Region","Shadola","planet","svg","svg-1377","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tais%20Brabbo"
"Takobo","Takobo","2566.379","1165.709","205.114","341.063","—","Uncharted Region","Noonian","planet","svg","svg-1378","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Takobo"
"Tal Pi","Tal Pi","2940.669","866.154","400.104","497.12","—","Uncharted Region","D'Astan","planet","svg","svg-1381","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tal%20Pi"
"Talor","Talor","1548.599","3606.959","-325.109","-930.732","—","Uncharted Region","Varada","planet","svg","svg-1383","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Talor"
"Talpiddi","Talpiddi","1757.849","3367.339","-216.098","-805.899","—","Uncharted Region","Koradin","planet","svg","svg-1385","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Talpiddi"
"Taltos","Taltos","2387.849","3185.089","112.107","-710.954","—","Uncharted Region","Ado","planet","svg","svg-1386","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Taltos"
"Tangenine","Tangenine","2453.099","2252.459","146.1","-225.091","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1388","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tangenine"
"Tansyl","Tansyl","2833.009","3069.209","344.018","-650.585","—","Uncharted Region","Iskin","planet","svg","svg-1390","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tansyl"
"Targonn","Targonn","3974.879","1383.959","938.887","227.364","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1392","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Targonn"
"Targyon","Targyon","2994.219","842.834","428.002","509.268","—","Uncharted Region","Nembus","planet","svg","svg-1393","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Targyon"
"Taw Provode","Taw Provode","3196.549","1205.089","533.408","320.548","—","Uncharted Region","Nuiri","planet","svg","svg-1403","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Taw%20Provode"
"Tawl","Tawl","2115.259","3387.589","-29.902","-816.448","—","Uncharted Region","Tungra","planet","svg","svg-1404","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tawl"
"Ta’klah","Ta’klah","2181.799","3429.209","4.763","-838.131","—","Uncharted Region","Jjannex","planet","svg","svg-1405","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ta%E2%80%99klah"
"Tehar","Tehar","1635.219","1272.589","-279.984","285.383","—","Uncharted Region","Freestanding Subsectors","planet","svg","svg-1406","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Tehar"
"Temerancé","Temerancé","3188.509","3500.089","529.219","-875.057","—","Uncharted Region","Merel","planet","svg","svg-1410","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Temeranc%C3%A9"
